Provider Number;Hospital Name;City;State;County Name;DeathRatesHeartAttack;DeathRatesHeartFailure;DeathRatesPneumonia
16003F;VA CENTRAL IOWA HEALTHCARE SYSTEM;DES MOINES                    ;IA;POLK;;11,4;12,2
160040;SARTORI MEMORIAL HOSPITAL;CEDAR FALLS;IA;BLACK HAWK;;10,5;11
160045;ST LUKES HOSPITAL;CEDAR RAPIDS;IA;LINN;12,7;10,8;8,3
160047;JENNIE EDMUNDSON HOSPITAL;COUNCIL BLUFFS;IA;POTTAWATTAMIE;12,7;10,7;14
16004F;IOWA CITY VA MEDICAL CENTER;IOWA CITY                     ;IA;JOHNSON;14,5;12,9;11,9
160057;GREAT RIVER MEDICAL CENTER;WEST BURLINGTON;IA;DES MOINES;14,4;10,3;12,3
160058;UNIVERSITY OF IOWA HOSPITAL & CLINICS;IOWA CITY;IA;JOHNSON;14,9;12,6;12,4
160064;MERCY MEDICAL CENTER-NORTH IOWA;MASON CITY;IA;CERRO GORDO;13,5;12,9;11,9
160067;COVENANT MEDICAL CENTER;WATERLOO;IA;BLACK HAWK;15,7;13,4;11,7
160069;MERCY MEDICAL CENTER-DUBUQUE;DUBUQUE;IA;DUBUQUE;16,2;12,9;10,6
160079;MERCY MEDICAL CENTER - CEDAR RAPIDS;CEDAR RAPIDS;IA;LINN;15,9;9,1;10,8
160080;MERCY MEDICAL CENTER-CLINTON;CLINTON;IA;CLINTON;14,9;12,3;11,2
160082;IOWA METHODIST MEDICAL CENTER;DES MOINES;IA;POLK;16,3;13,3;13
160083;MERCY MEDICAL CENTER-DES MOINES;DES MOINES;IA;POLK;15;12,2;10,6
160089;OTTUMWA REGIONAL HEALTH CENTER;OTTUMWA;IA;WAPELLO;16,6;11;10,9
160101;BROADLAWNS MEDICAL CENTER;DES MOINES;IA;POLK;;;
160104;TRINITY BETTENDORF;BETTENDORF;IA;SCOTT;14,8;12,2;13,1
160110;ALLEN MEMORIAL HOSPITAL;WATERLOO;IA;BLACK HAWK;16,7;11,7;12,7
160112;SPENCER MUNICIPAL HOSPITAL;SPENCER;IA;CLAY;16,1;13,3;16
160117;THE FINLEY HOSPITAL;DUBUQUE;IA;DUBUQUE;14,8;11,8;10,1
160122;FORT MADISON COMMUNITY HOSPITAL;FORT MADISON;IA;LEE;16,2;11,8;12,7
160124;LAKES REGIONAL HEALTHCARE;SPIRIT LAKE;IA;DICKINSON;;11,7;12,6
160146;ST LUKES REGIONAL MEDICAL CENTER;SIOUX CITY;IA;WOODBURY;16;11,4;12,4
160147;GRINNELL REGIONAL MEDICAL CENTER;GRINNELL;IA;POWESHIEK;15,5;13,7;12,3
160153;MERCY MEDICAL CENTER-SIOUX CITY;SIOUX CITY;IA;WOODBURY;14,3;12,8;13,1
161300;BAUM HARMON MERCY HOSPITAL;PRIMGHAR;IA;OBRIEN;;;12,5
161301;BELMOND MEDICAL CENTER;BELMOND;IA;WRIGHT;;;10,7
161302;WRIGHT MEDICAL CENTER;CLARION;IA;WRIGHT;;;13,3
161303;GRUNDY COUNTY MEMORIAL HOSPITAL;GRUNDY CENTER;IA;GRUNDY;;;13,2
161304;ALEGENT HEALTH MERCY HOSPITAL;CORNING;IA;ADAMS;;12,3;10,4
161306;JONES REGIONAL MEDICAL CENTER;ANAMOSA;IA;JONES;;11,1;10,6
161307;HANCOCK COUNTY MEMORIAL HOSPITAL;BRITT;IA;HANCOCK;;11,2;12,9
161308;FRANKLIN GENERAL HOSPITAL;HAMPTON;IA;FRANKLIN;;;16,9
161309;ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL;MISSOURI VALLEY;IA;HARRISON;;11,3;11,3
161310;ADAIR COUNTY MEMORIAL HOSPITAL;GREENFIELD;IA;ADAIR;;;12,2
161311;HAWARDEN COMMUNITY HOSPITAL;HAWARDEN;IA;SIOUX;;;11,7
161312;GUTTENBERG MUNICIPAL HOSPITAL;GUTTENBERG;IA;CLAYTON;;12,4;11,3
161313;GENESIS MEDICAL CENTER-DEWITT;DEWITT;IA;CLINTON;;11,8;11,4
161316;PALMER LUTHERAN HEALTH CENTER;WEST UNION;IA;FAYETTE;;12,3;13,8
161317;MARENGO MEMORIAL HOSPITAL;MARENGO;IA;IOWA;;;11,6
161318;VETERANS MEMORIAL HOSPITAL;WAUKON;IA;ALLAMAKEE;;15,9;13,3
161319;CENTRAL COMMUNITY HOSPITAL;ELKADER;IA;CLAYTON;;;
161320;COMMUNITY MEMORIAL HOSPITAL;SUMNER;IA;BREMER;;;14,7
161321;SANFORD HOSPITAL ROCK RAPIDS;ROCK RAPIDS;IA;LYON;;;14,8
161322;DALLAS COUNTY HOSPITAL;PERRY;IA;DALLAS;;;13,7
161325;GREENE COUNTY MEDICAL CENTER;JEFFERSON;IA;GREENE;;13,2;12,9
161326;MADISON COUNTY MEMORIAL HOSPITAL;WINTERSET;IA;MADISON;;14,4;13
161327;DAVIS COUNTY HOSPITAL;BLOOMFIELD;IA;DAVIS;;9,9;13,8
161328;REGIONAL HEALTH SERVICES OF HOWARD COUNTY;CRESCO;IA;HOWARD;;12,2;16,8
161329;JACKSON COUNTY REGIONAL HEALTH CENTER;MAQUOKETA;IA;JACKSON;;;12,5
161330;AUDUBON COUNTY MEMORIAL HOSPITAL;AUDUBON;IA;AUDUBON;;10,8;12,7
161331;MERCY MEDICAL CENTER-NEW HAMPTON;NEW HAMPTON;IA;CHICKASAW;;13,1;13,4
161332;MANNING REGIONAL HEALTHCARE CENTER;MANNING;IA;CARROLL;;;11,2
161333;STORY COUNTY HOSPITAL;NEVADA;IA;STORY;;;10,4
161335;BUCHANAN COUNTY HEALTH CENTER;INDEPENDENCE;IA;BUCHANAN;;12,8;13,1
161336;HEGG MEMORIAL HEALTH CENTER;ROCK VALLEY;IA;SIOUX;;;11,2
161337;VAN BUREN COUNTY HOSPITAL;KEOSAUQUA;IA;VAN BUREN;;13,7;13,4
161338;MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN;OELWEIN;IA;FAYETTE;;11,1;11,6
161339;WAVERLY HEALTH CENTER;WAVERLY;IA;BREMER;;13,2;10,8
161340;DECATUR COUNTY HOSPITAL;LEON;IA;DECATUR;;12,5;13,2
161341;LUCAS COUNTY HEALTH CENTER;CHARITON;IA;LUCAS;;10,9;13,6
161342;MONROE COUNTY HOSPITAL;ALBIA;IA;MONROE;;12;13,1
161343;REGIONAL MEDICAL CENTER;MANCHESTER;IA;DELAWARE;;11,8;12,6
161344;WASHINGTON COUNTY HOSPITAL;WASHINGTON;IA;WASHINGTON;16,3;11,4;15,9
161345;OSCEOLA COMMUNITY HOSPITAL;SIBLEY;IA;OSCEOLA;;13,1;12,1
161346;SIOUX CENTER COMMUNITY HOSPITAL & HEALTH CENTER;SIOUX CENTER;IA;SIOUX;;12,4;10,4
161348;CLARKE COUNTY HOSPITAL;OSCEOLA;IA;CLARKE;;;12
161350;STEWART MEMORIAL COMMUNITY HOSPITAL;LAKE CITY;IA;CALHOUN;;11,6;10,9
161351;AVERA HOLY FAMILY HOSPITAL;ESTHERVILLE;IA;EMMET;;11,7;11,9
161352;CLARINDA REGIONAL HEALTH CENTER;CLARINDA;IA;PAGE;;12,5;14,4
161353;KOSSUTH REGIONAL HEALTH CENTER;ALGONA;IA;KOSSUTH;;13;12,6
161354;HORN MEMORIAL HOSPITAL;IDA GROVE;IA;IDA;;11,1;12,5
161355;KNOXVILLE HOSPITAL & CLINICS;KNOXVILLE;IA;MARION;;12,8;10
161356;HENRY COUNTY HEALTH CENTER;MOUNT PLEASANT;IA;HENRY;;13,1;14,1
161357;PALO ALTO COUNTY HOSPITAL;EMMETSBURG;IA;PALO ALTO;;;12
161358;WAYNE COUNTY HOSPITAL;CORYDON;IA;WAYNE;;10,4;12,6
161359;BURGESS HEALTH CENTER;ONAWA;IA;MONONA;;15,3;17,1
161360;ORANGE CITY AREA HEALTH SYSTEM;ORANGE CITY;IA;SIOUX;;11,3;10,1
161361;VAN DIEST MEDICAL CENTER;WEBSTER CITY;IA;HAMILTON;;11,3;10,7
161362;CHEROKEE REGIONAL MEDICAL CENTER;CHEROKEE;IA;CHEROKEE;;16;14,2
161363;MONTGOMERY COUNTY MEMORIAL HOSPITAL;RED OAK;IA;MONTGOMERY;16,3;11,8;13,1
161364;JEFFERSON COUNTY HEALTH CENTER;FAIRFIELD;IA;JEFFERSON;;11,9;13,4
161365;GREATER REGIONAL MEDICAL CENTER;CRESTON;IA;UNION;15,4;14,1;12,8
161366;SHENANDOAH MEDICAL CENTER;SHENANDOAH;IA;PAGE;;12;11,1
161367;PELLA REGIONAL HEALTH CENTER;PELLA;IA;MARION;;11,4;9,7
161368;FLOYD VALLEY HOSPITAL;LE MARS;IA;PLYMOUTH;;14,6;11,1
161369;CRAWFORD COUNTY MEMORIAL HOSPITAL;DENISON;IA;CRAWFORD;;13,2;13,9
161371;WINNESHIEK MEDICAL CENTER;DECORAH;IA;WINNESHIEK;15,8;10,6;11,4
161372;BOONE COUNTY HOSPITAL;BOONE;IA;BOONE;16,7;16,4;15,8
161373;RINGGOLD COUNTY HOSPITAL;MOUNT AYR;IA;RINGGOLD;;13,4;11,3
161374;MYRTUE MEDICAL CENTER;HARLAN;IA;SHELBY;;12,7;11,7
161375;BUENA VISTA REGIONAL MEDICAL CENTER;STORM LAKE;IA;BUENA VISTA;;13;14,8
161376;CASS COUNTY MEMORIAL HOSPITAL;ATLANTIC;IA;CASS;;11,5;14,4
161377;MERCY MEDICAL CENTER-CENTERVILLE;CENTERVILLE;IA;APPANOOSE;;13,5;13,6
161378;MERCY MEDICAL CENTER-DYERSVILLE;DYERSVILLE;IA;DUBUQUE;;;
161379;MAHASKA  HEALTH PARTNERSHIP;OSKALOOSA;IA;MAHASKA;;11,9;13,3
161380;ELLSWORTH MUNICIPAL HOSPITAL;IOWA FALLS;IA;HARDIN;;10,9;12,2
161381;SANFORD SHELDON MEDICAL CENTER;SHELDON;IA;OBRIEN;;11,6;12,6
170001;NEWMAN REGIONAL HEALTH;EMPORIA;KS;LYON;17,6;11,1;14
170006;VIA CHRISTI HOSPITAL PITTSBURG INC;PITTSBURG;KS;CRAWFORD;16,7;9,7;11,9
170009;SAINT JOHN HOSPITAL;LEAVENWORTH;KS;LEAVENWORTH;15,1;10;14,2
170010;MERCY HOSPITAL INDEPENDENCE;INDEPENDENCE;KS;MONTGOMERY;;12,7;17
170012;SALINA REGIONAL HEALTH CENTER;SALINA;KS;SALINE;16,1;13,5;13,7
170013;HAYS MEDICAL CENTER;HAYS;KS;ELLIS;13,8;8,7;11,9
170014;RANSOM MEMORIAL HOSPITAL;OTTAWA;KS;FRANKLIN;;11,2;10,8
170016;ST FRANCIS HEALTH CENTER INC;TOPEKA;KS;SHAWNEE;14,6;11,7;11
170017;SUSAN B ALLEN MEMORIAL HOSPITAL;EL DORADO;KS;BUTLER;;11,2;12,9
170020;HUTCHINSON REGIONAL MEDICAL CENTER INC;HUTCHINSON;KS;RENO;17,2;13,6;15
170023;ST CATHERINE HOSPITAL;GARDEN CITY;KS;FINNEY;14,4;14,7;14,2
170027;PRATT REGIONAL MEDICAL CENTER;PRATT;KS;PRATT;;13,2;13,2
170039;SUMNER REGIONAL MEDICAL CENTER;WELLINGTON;KS;SUMNER;;12,4;15,6
170040;UNIVERSITY OF KANSAS HOSPITAL;KANSAS CITY;KS;WYANDOTTE;14,1;10,8;10,8
170049;OLATHE MEDICAL CENTER;OLATHE;KS;JOHNSON;18,4;13,2;12,8
170058;MERCY HOSPITAL-FORT SCOTT;FORT SCOTT;KS;BOURBON;;13,5;15,3
170068;SOUTHWEST MEDICAL CENTER;LIBERAL;KS;SEWARD;;14,7;14,3
17006F;VA EASTERN KANSAS HEALTHCARE SYSTEM;LEAVENWORTH,                  ;KS;LEAVENWORTH;16,9;10,6;11
170074;GEARY COMMUNITY HOSPITAL;JUNCTION CITY;KS;GEARY;;12,6;16
170075;MERCY HOSPITAL;MOUNDRIDGE;KS;MCPHERSON;;12,1;13,1
170086;STORMONT-VAIL HEALTHCARE;TOPEKA;KS;SHAWNEE;14,2;10,1;14,5
17008F;WICHITA VA MEDICAL CENTER;WICHITA                       ;KS;SEDGWICK;16;12,4;11,4
170094;COFFEY COUNTY HOSPITAL;BURLINGTON;KS;COFFEY;;11,4;10,6
170103;NEWTON MEDICAL CENTER;NEWTON;KS;HARVEY;13,5;13,2;11,1
170104;SHAWNEE MISSION MEDICAL CENTER;SHAWNEE MISSION;KS;JOHNSON;17,4;14,3;11,4
170105;MCPHERSON HOSPITAL INC;MCPHERSON;KS;MCPHERSON;;9,5;10,3
170109;MIAMI COUNTY MEDICAL CENTER;PAOLA;KS;MIAMI;;;12,4
170110;BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL;ULYSSES;KS;GRANT;;11,7;14,2
170120;LABETTE HEALTH;PARSONS;KS;LABETTE;;13,9;10,5
170122;VIA CHRISTI HOSPITALS WICHITA INC;WICHITA;KS;SEDGWICK;15,3;13,1;10,8
170123;WESLEY MEDICAL CENTER;WICHITA;KS;SEDGWICK;14,1;12,3;10,9
170133;CUSHING MEMORIAL HOSPITAL;LEAVENWORTH;KS;LEAVENWORTH;;11,1;10,8
170137;LAWRENCE MEMORIAL HOSPITAL;LAWRENCE;KS;DOUGLAS;16,3;13,1;13,2
170142;MERCY REGIONAL HEALTH CENTER;MANHATTAN;KS;RILEY;14,6;13;15,1
170145;COFFEYVILLE REGIONAL MEDICAL CENTER;COFFEYVILLE;KS;MONTGOMERY;16,2;10,9;9,3
170146;PROVIDENCE MEDICAL CENTER;KANSAS CITY;KS;WYANDOTTE;16,8;11,2;11,6
170150;SOUTH CENTRAL KS  MED CENTER;ARKANSAS CITY;KS;COWLEY;;15;14,8
170166;MORTON COUNTY HOSPITAL;ELKHART;KS;MORTON;;11,1;13,6
170175;WESTERN PLAINS MEDICAL COMPLEX;DODGE CITY;KS;FORD;14,4;14,4;18,4
170176;OVERLAND PARK REG MED CTR;OVERLAND PARK;KS;JOHNSON;16,4;10;11,2
170182;MENORAH MEDICAL CENTER;OVERLAND PARK;KS;JOHNSON;15,7;11,7;10,6
170183;KANSAS SURGERY & RECOVERY CENTER;WICHITA;KS;SEDGWICK;;;
170185;SAINT LUKE'S SOUTH HOSPITAL;OVERLAND PARK;KS;JOHNSON;13,4;9,9;10
170186;KANSAS HEART HOSPITAL;WICHITA;KS;SEDGWICK;13,2;11;
170187;SALINA SURGICAL HOSPITAL;SALINA;KS;SALINE;;;
170188;KANSAS CITY ORTHOPAEDIC INSTITUTE;LEAWOOD;KS;JOHNSON;;;
170190;MANHATTAN SURGICAL HOSPITAL LLC;MANHATTAN;KS;RILEY;;;
170191;GREAT BEND REGIONAL HOSPITAL;GREAT BEND;KS;BARTON;;;12,5
170192;GALICHIA HEART HOSPITAL LLC;WICHITA;KS;SEDGWICK;16,8;11,5;9,5
170194;DOCTORS HOSPITAL LLC;LEAWOOD;KS;JOHNSON;;;
170195;HEARTLAND SURGICAL SPEC HOSPITAL;OVERLAND PARK;KS;JOHNSON;;;
170196;KANSAS SPINE HOSPITAL LLC;WICHITA;KS;SEDGWICK;;;
170197;KANSAS MEDICAL CENTER LLC;ANDOVER;KS;BUTLER;15,3;11,4;12
170198;SUMMIT SURGICAL LLC;HUTCHINSON;KS;RENO;;;
170199;MINIMALLY INVASIVE SURGERY HOSPITAL;LENEXA;KS;JOHNSON;;;
170200;VIA CHRISTI HOSPITAL WICHITA ST TERESA INC;WICHITA;KS;SEDGWICK;;11,2;10,9
171300;GRISELL MEMORIAL HOSPITAL DISTRICT #1;RANSOM;KS;NESS;;;
171301;ELLINWOOD DISTRICT HOSPITAL;ELLINWOOD;KS;BARTON;;;
171302;OSWEGO COMMUNITY HOSPITAL;OSWEGO;KS;LABETTE;;;
171304;ASHLAND HEALTH CENTER;ASHLAND;KS;CLARK;;;11,6
171306;WICHITA COUNTY HEALTH CENTER;LEOTI;KS;WICHITA;;;
171310;CHEYENNE COUNTY HOSPITAL;ST FRANCIS;KS;CHEYENNE;;;11,9
171312;COMANCHE COUNTY HOSPITAL;COLDWATER;KS;COMANCHE;;;
171313;KEARNY COUNTY HOSPITAL;LAKIN;KS;KEARNY;;12,4;11
171314;JEFFERSON COUNTY MEMORIAL HOSPITAL;WINCHESTER;KS;JEFFERSON;;;
171315;NEMAHA VALLEY COMMUNITY HOSPITAL;SENECA;KS;NEMAHA;;14,1;11,1
171316;ANDERSON COUNTY HOSPITAL;GARNETT;KS;ANDERSON;;11;10,8
171317;EDWARDS COUNTY HOSPITAL;KINSLEY;KS;EDWARDS;;;13,1
171318;SEDAN CITY HOSPITAL;SEDAN;KS;CHAUTAUQUA;;;12,6
171319;HOLTON COMMUNITY HOSPITAL;HOLTON;KS;JACKSON;;;14,6
171321;MEADE DISTRICT HOSPITAL;MEADE;KS;MEADE;;10,6;11,3
171322;HAMILTON COUNTY HOSPITAL;SYRACUSE;KS;HAMILTON;;;12,1
171325;GRAHAM COUNTY HOSPITAL;HILL CITY;KS;GRAHAM;;12;9,8
171327;ELLSWORTH COUNTY MEDICAL CENTER;ELLSWORTH;KS;ELLSWORTH;;11,7;12,5
171328;OTTAWA COUNTY HEALTH CENTER;MINNEAPOLIS;KS;OTTAWA;;;13,9
171331;KIOWA DISTRICT HOSPITAL;KIOWA;KS;BARBER;;;10,4
171333;CLARA BARTON HOSPITAL;HOISINGTON;KS;BARTON;;11;10,7
171336;NESS COUNTY HOSPITAL DISTRICT #2;NESS CITY;KS;NESS;;;12,2
171337;WAMEGO CITY HOSPITAL;WAMEGO;KS;POTTAWATOMIE;;12,8;13,6
171338;SABETHA COMMUNITY HOSPITAL;SABETHA;KS;NEMAHA;;;13,2
171339;GREENWOOD COUNTY HOSPITAL;EUREKA;KS;GREENWOOD;;12,7;9,6
171340;HERINGTON MUNICIPAL HOSPITAL;HERINGTON;KS;DICKINSON;;12,3;9,3
171341;HIAWATHA COMMUNITY HOSPITAL;HIAWATHA;KS;BROWN;;11,8;12
171343;STANTON COUNTY HOSPITAL;JOHNSON;KS;STANTON;;;
171344;WILSON MEDICAL CENTER;NEODESHA;KS;WILSON;;;15,6
171347;SHERIDAN COUNTY HOSPITAL;HOXIE;KS;SHERIDAN;;;12,7
171348;NORTON COUNTY HOSPITAL;NORTON;KS;NORTON;;11,7;10,2
171349;CLOUD COUNTY HEALTH CENTER;CONCORDIA;KS;CLOUD;;12,1;12,4
171350;RUSSELL REGIONAL HOSPITAL;RUSSELL;KS;RUSSELL;;;10,8
171351;WASHINGTON COUNTY HOSPITAL;WASHINGTON;KS;WASHINGTON;;;12
171352;DECATUR COUNTY HOSPITAL;OBERLIN;KS;DECATUR;;10,4;10,5
171353;PHILLIPS COUNTY HOSPITAL;PHILLIPSBURG;KS;PHILLIPS;;;11,2
171354;COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS;ONAGA;KS;POTTAWATOMIE;;10,9;8,9
171355;TREGO COUNTY LEMKE MEMORIAL HOSPITAL;WA KEENEY;KS;TREGO;;9,7;12,7
171356;ST LUKE HOSPITAL & LIVING CENTER;MARION;KS;MARION;;;
171357;HILLSBORO COMMUNITY HOSPITAL;HILLSBORO;KS;MARION;;;
171358;LINDSBORG COMMUNITY HOSPITAL;LINDSBORG;KS;MCPHERSON;;;12,6
171359;GREELEY COUNTY HEALTH SERVICES;TRIBUNE;KS;GREELEY;;;11,3
171361;REPUBLIC COUNTY HOSPITAL;BELLEVILLE;KS;REPUBLIC;;11,3;13,1
171364;OSBORNE COUNTY MEMORIAL HOSPITAL;OSBORNE;KS;OSBORNE;;;11,8
171366;HARPER HOSPITAL DISTRICT NO 5;HARPER;KS;HARPER;;10,6;10,5
171367;GOVE COUNTY MEDICAL CENTER;QUINTER;KS;GOVE;;12,1;11,1
171369;HODGEMAN COUNTY HEALTH CENTER;JETMORE;KS;HODGEMAN;;;10,2
171370;GOODLAND REGIONAL MEDICAL CENTER;GOODLAND;KS;SHERMAN;;;
171371;CLAY COUNTY MEDICAL CENTER;CLAY CENTER;KS;CLAY;;9,8;10,2
171372;SCOTT COUNTY HOSPITAL;SCOTT CITY;KS;SCOTT;;10,4;12,2
171373;ALLEN COUNTY HOSPITAL;IOLA;KS;ALLEN;;11,3;13,5
171374;FREDONIA REGIONAL HOSPITAL;FREDONIA;KS;WILSON;;13;11,8
171375;MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS;BELOIT;KS;MITCHELL;15,1;11,9;12,3
171376;GIRARD MEDICAL CENTER;GIRARD;KS;CRAWFORD;;11,6;10,9
171377;SMITH COUNTY MEMORIAL HOSPITAL;SMITH CENTER;KS;SMITH;;11;11,8
171378;KINGMAN COMMUNITY HOSPITAL;KINGMAN;KS;KINGMAN;;13,3;9
171379;MORRIS COUNTY HOSPITAL;COUNCIL GROVE;KS;MORRIS;;12,4;11,4
171380;NEOSHO MEMORIAL REGIONAL MEDICAL CENTER;CHANUTE;KS;NEOSHO;16,1;13;13,4
171381;MEMORIAL HOSPITAL;ABILENE;KS;DICKINSON;;11,4;14,7
171382;ATCHISON HOSPITAL;ATCHISON;KS;ATCHISON;;;
171383;WILLIAM NEWTON HOSPITAL;WINFIELD;KS;COWLEY;;14,2;13
173300;CHILDREN'S MERCY  SOUTH;OVERLAND PARK;KS;JOHNSON;;;
180001;ST ELIZABETH FT THOMAS;FORT THOMAS;KY;CAMPBELL;15,2;10,2;12,2
180002;WHITESBURG ARH HOSPITAL;WHITESBURG;KY;LETCHER;15,2;13;13
180004;MUHLENBERG COMMUNITY HOSPITAL;GREENVILLE;KY;MUHLENBERG;;12,8;15,5
180005;HIGHLANDS REGIONAL MEDICAL CENTER;PRESTONSBURG;KY;FLOYD;14,5;10,6;12,4
180009;KING'S DAUGHTERS' MEDICAL CENTER;ASHLAND;KY;BOYD;15,3;12;11,7
180010;SAINT JOSEPH HOSPITAL;LEXINGTON;KY;FAYETTE;15,5;11,8;11,7
180011;SAINT JOSEPH HOSPITAL LONDON;LONDON;KY;LAUREL;15,5;11,7;10
180012;HARDIN MEMORIAL HOSPITAL;ELIZABETHTOWN;KY;HARDIN;15,4;10,3;12,2
180013;THE MEDICAL CENTER AT BOWLING GREEN;BOWLING GREEN;KY;WARREN;16;9,9;12,6
180016;JEWISH HOSPITAL - SHELBYVILLE;SHELBYVILLE;KY;SHELBY;16,5;11,8;15
180017;T J SAMSON COMMUNITY HOSPITAL;GLASGOW;KY;BARREN;17,7;11,6;13,4
180018;ST CLAIRE REGIONAL MEDICAL CENTER;MOREHEAD;KY;ROWAN;15,5;10,9;10,2
180019;MEADOWVIEW REGIONAL MEDICAL CENTER;MAYSVILLE;KY;MASON;16,1;11,9;16,8
180020;MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT;MIDDLESBORO;KY;BELL;15;16;12,2
180021;PINEVILLE COMMUNITY HOSPITAL;PINEVILLE;KY;BELL;17,2;9,7;9,7
180024;SPRING VIEW HOSPITAL;LEBANON;KY;MARION;;10,5;14,1
180025;FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H;BARDSTOWN;KY;NELSON;16;13,9;10
180027;MURRAY-CALLOWAY COUNTY HOSPITAL;MURRAY;KY;CALLOWAY;20;11,6;12,1
180029;HAZARD ARH REGIONAL MEDICAL CENTER;HAZARD;KY;PERRY;17,7;11,3;13,3
180035;ST ELIZABETH MEDICAL CENTER NORTH;COVINGTON;KY;KENTON;12,2;11,7;10,5
180036;OUR LADY OF BELLEFONTE HOSPITAL;ASHLAND;KY;GREENUP;13,9;11;12,2
180038;OWENSBORO MEDICAL HEALTH SYSTEM;OWENSBORO;KY;DAVIESS;15,1;9,5;9,6
180040;JEWISH HOSPITAL & ST MARY'S HEALTHCARE;LOUISVILLE;KY;JEFFERSON;14,9;10,5;11,7
180043;MEMORIAL HOSPITAL;MANCHESTER;KY;CLAY;15,6;10,7;10,9
180044;PIKEVILLE MEDICAL CENTER;PIKEVILLE;KY;PIKE;19;10,4;14,9
180045;ST ELIZABETH FLORENCE;FLORENCE;KY;BOONE;14,8;11,4;10,2
180046;BOURBON COMMUNITY HOSPITAL;PARIS;KY;BOURBON;;11,9;10,5
180048;EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER;DANVILLE;KY;BOYLE;12,3;11,6;12,3
180049;PATTIE A CLAY REGIONAL MEDICAL CENTER;RICHMOND;KY;MADISON;18,1;14,6;13,9
180050;HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL;HARLAN;KY;HARLAN;17,2;11,2;12
180051;JENNIE STUART MEDICAL CENTER;HOPKINSVILLE;KY;CHRISTIAN;17,9;10,7;16,6
180053;FLEMING COUNTY HOSPITAL;FLEMINGSBURG;KY;FLEMING;;10,5;12,1
180056;METHODIST HOSPITAL;HENDERSON;KY;HENDERSON;15,2;11,5;11,3
180064;SAINT JOSEPH MOUNT STERLING;MOUNT STERLING;KY;MONTGOMERY;;12,3;14,5
180066;LOGAN MEMORIAL HOSPITAL;RUSSELLVILLE;KY;LOGAN;;9,5;12,3
180067;UNIVERSITY OF KENTUCKY HOSPITAL;LEXINGTON;KY;FAYETTE;18,9;14,4;14,5
180069;WILLIAMSON ARH HOSPITAL;SOUTH WILLIAMSON;KY;PIKE;;10,9;9,9
18006F;LOUISVILLE VA MEDICAL CENTER;LOUISVILLE                    ;KY;JEFFERSON;16,4;12,3;15,5
180070;TWIN LAKES REGIONAL MEDICAL CENTER;LEITCHFIELD;KY;GRAYSON;;12,9;10,8
180078;PAUL B HALL REGIONAL MEDICAL CENTER;PAINTSVILLE;KY;JOHNSON;;12,6;13,1
180079;HARRISON MEMORIAL HOSPITAL;CYNTHIANA;KY;HARRISON;;13,6;17,4
18007F;LEXINGTON-LEESTOWN VA MEDICAL CENTER;LEXINGTON                     ;KY;FAYETTE;14,8;12,9;16,9
180080;BAPTIST REGIONAL MEDICAL CENTER;CORBIN;KY;KNOX;18,8;9,8;14,2
180087;TAYLOR REGIONAL HOSPITAL;CAMPBELLSVILLE;KY;TAYLOR;15,3;10,6;10,4
180088;NORTON HOSPITALS, INC;LOUISVILLE;KY;JEFFERSON;15,2;10,6;10,8
180092;CLARK REGIONAL MEDICAL CENTER;WINCHESTER;KY;CLARK;13,8;12;9,1
180093;REGIONAL MEDICAL CENTER OF HOPKINS COUNTY;MADISONVILLE;KY;HOPKINS;18,1;12,7;12,4
180095;CRITTENDEN HEALTH SYSTEM;MARION;KY;CRITTENDEN;15,2;10,9;11,6
180101;GEORGETOWN COMMUNITY HOSPITAL;GEORGETOWN;KY;SCOTT;;12,7;13,9
180102;LOURDES HOSPITAL;PADUCAH;KY;MCCRACKEN;16,8;13;11,7
180103;CENTRAL BAPTIST HOSPITAL;LEXINGTON;KY;FAYETTE;13,2;12;11,1
180104;WESTERN BAPTIST HOSPITAL;PADUCAH;KY;MCCRACKEN;15,7;12,4;11,3
180105;MONROE COUNTY MEDICAL CENTER;TOMPKINSVILLE;KY;MONROE;16,9;10,4;12,2
180106;CLINTON COUNTY HOSPITAL, INC;ALBANY;KY;CLINTON;;11,3;13,3
180115;ROCKCASTLE REG HOSPITAL & RESPIRATORY CARE CTR;MOUNT VERNON;KY;ROCKCASTLE;;12,1;16,6
180116;JACKSON PURCHASE MEDICAL CENTER;MAYFIELD;KY;GRAVES;16,5;13;12,9
180117;PARKWAY REGIONAL HOSPITAL;FULTON;KY;FULTON;;9,8;13,1
180124;GREENVIEW REGIONAL HOSPITAL;BOWLING GREEN;KY;WARREN;15,9;14;16,1
180127;FRANKFORT REGIONAL MEDICAL CENTER;FRANKFORT;KY;FRANKLIN;15,5;12,9;10,7
180128;THREE RIVERS MEDICAL CENTER;LOUISA;KY;LAWRENCE;;11,7;10,9
